Die Schriften des Alten Testaments;EinlAT;0;1;1;Die Bibel [griechisch bíblos = Buch] oder die Heilige Schrift ist eine Sammlung von Büchern, die das Alte und Neue Testament umfasst. Das Alte Testament wird von Juden und Christen als Offenbarungsurkunde betrachtet. Die Bücher des Alten Testaments stammen von Verfassern, durch die Gott zu den Menschen spricht und durch die das Volk Israel seinen Glauben an die Heilstaten und Verheißungen Gottes bekennt. Juden und Christen glauben an die Inspiration (Eingebung) dieser Bücher durch den Geist Gottes. Das Verzeichnis der Bücher, die zur Heiligen Schrift gehören, nennt man Kanon [griechisch kanón = Maßstab], weil sie den Maßstab für den Glauben darstellen. Jesus und seine Jünger übernahmen die Bücher der Heiligen Schrift, wie sie ihr Volk kannte, und beriefen sich in ihrer Botschaft auf sie als auf das Wort Gottes.;
Matthäus;Mt;48;4;11;Darauf ließ der Teufel von ihm ab und es kamen Engel und dienten ihm.;
Matthäus;Mt;48;4;12;Als Jesus hörte, dass man Johannes ins Gefängnis geworfen hatte, zog er sich nach Galiläa zurück.*;
Matthäus;Mt;48;4;12;*;"℘ 14,3; Mk 6,17; Lk 3,20; Joh 3,24; (12-17) Mk 1,14f; Lk 4,14f ⇨Esyn: Synopse Nr. 30"
Matthäus;Mt;48;4;13;Er verließ Nazaret, um in Kafarnaum zu wohnen, das am See liegt, im Gebiet von Sebulon und Naftali.***;
Matthäus;Mt;48;4;13;*;℘ Joh 2,12
Matthäus;Mt;48;4;13;*;13-16: Die Stämme Sebulon und Naftali waren um 722 v. Chr. von den Assyrern verschleppt worden. Daher war das Gebiet am See Gennesaret wie ganz Galiläa in der Folgezeit auch von vielen Heiden bewohnt. Im Auftreten Jesu in Galiläa sieht Matthäus einen Hinweis darauf, dass das Wirken Jesu auch den Heiden gilt.
Matthäus;Mt;48;4;13;*;℘ ⇨Esyn: Synopse Nr. 32
Matthäus;Mt;48;4;14;Denn es sollte sich erfüllen, was durch den Propheten Jesaja gesagt worden ist:;
Matthäus;Mt;48;4;15;[Das Land Sebulon und das Land Naftali,] /[die Straße am Meer, das Gebiet jenseits des Jordan,] /[das heidnische Galiläa:]*;
Matthäus;Mt;48;4;15;*;"℘ Jes 8,23; 9,1"
Matthäus;Mt;48;4;16;"[das Volk, das im Dunkel lebte,] /[hat ein helles Licht gesehen;] /[denen, die im Schattenreich des Todes wohnten,] /[ist ein Licht erschienen.]*";
Matthäus;Mt;48;4;16;*;℘ Lk 1,79
Matthäus;Mt;48;4;17;Von da an begann Jesus zu verkünden: Kehrt um! Denn das Himmelreich ist nahe.**;
Matthäus;Mt;48;4;17;*;"℘ 10,7; Lk 10,9.11"
Matthäus;Mt;48;4;17;*;«Himmelreich» ist gleichbedeutend mit «Reich Gottes». «Himmel» ist eine im Judentum übliche Umschreibung für den Namen Gottes.
Matthäus;Mt;48;4;18;"Als Jesus am See von Galiläa entlangging, sah er zwei Brüder, Simon, genannt Petrus, und seinen Bruder Andreas; sie warfen gerade ihr Netz in den See, denn sie waren Fischer.*";
Matthäus;Mt;48;4;18;*;"℘ (18-22) Mk 1,16-20; Lk 5,1-11; Joh 1,35-51 ⇨Esyn: Synopse Nr. 34"
Matthäus;Mt;48;4;19;Da sagte er zu ihnen: Kommt her, folgt mir nach! Ich werde euch zu Menschenfischern machen.;
Matthäus;Mt;48;4;20;Sofort ließen sie ihre Netze liegen und folgten ihm.;
Matthäus;Mt;48;4;21;"Als er weiterging, sah er zwei andere Brüder, Jakobus, den Sohn des Zebedäus, und seinen Bruder Johannes; sie waren mit ihrem Vater Zebedäus im Boot und richteten ihre Netze her. Er rief sie,";
Matthäus;Mt;48;4;22;und sogleich verließen sie das Boot und ihren Vater und folgten Jesus.*;
Matthäus;Mt;48;4;22;*;℘ 8,21f
Matthäus;Mt;48;4;23;Er zog in ganz Galiläa umher, lehrte in den Synagogen, verkündete das Evangelium vom Reich und heilte im Volk alle Krankheiten und Leiden.**;
Matthäus;Mt;48;4;23;*;"℘ (1-11) Mk 1,12f; Lk 4,1-13"
Matthäus;Mt;48;4;23;*;"℘ 9,35; Mk 1,39; Lk 4,14f.44; (23-25) Mk 3,7-12; Lk 6,17-19 ⇨Esyn: Synopse Nr. 40"
Matthäus;Mt;48;4;24;Und sein Ruf verbreitete sich in ganz Syrien. Man brachte Kranke mit den verschiedensten Gebrechen und Leiden zu ihm, Besessene, Mondsüchtige und Gelähmte, und er heilte sie alle.**;
Matthäus;Mt;48;4;24;*;1-11: In der Versuchungsgeschichte verwenden sowohl der Satan als auch Jesus Worte aus dem Alten Testament. Einer falschen Vorstellung vom göttlichen Auftrag stellt Jesus das rechte Verständnis gegenüber.
Matthäus;Mt;48;4;24;*;℘ Mk 6,55f ⇨Esyn: Synopse Nr. 50
Matthäus;Mt;48;4;25;Scharen von Menschen aus Galiläa, der Dekapolis, aus Jerusalem und Judäa und aus dem Gebiet jenseits des Jordan folgten ihm.;
Matthäus;Mt;48;5;1;Als Jesus die vielen Menschen sah, stieg er auf einen Berg. Er setzte sich, und seine Jünger traten zu ihm.;
Matthäus;Mt;48;5;2;Dann begann er zu reden und lehrte sie.;
Matthäus;Mt;48;5;3;"Er sagte: Selig, die arm sind vor Gott; /denn ihnen gehört das Himmelreich.";
Matthäus;Mt;48;5;4;"Selig die Trauernden; /denn sie werden getröstet werden.*";
Matthäus;Mt;48;5;4;*;℘ Jes 61,2
Matthäus;Mt;48;5;5;"Selig, die keine Gewalt anwenden; /denn sie werden das Land erben.**";
Matthäus;Mt;48;5;5;*;℘ Ps 37,11
Matthäus;Mt;48;5;5;*;Andere Übersetzungsmöglichkeit: die sanftmütig sind. - Das Wort ist wohl gegen das politische Messiasideal gerichtet.
Matthäus;Mt;48;5;6;"Selig, die hungern und dürsten nach der Gerechtigkeit; /denn sie werden satt werden.";
Matthäus;Mt;48;5;7;"Selig die Barmherzigen; /denn sie werden Erbarmen finden.*";
Matthäus;Mt;48;5;7;*;℘ 18,33
Matthäus;Mt;48;5;8;"Selig, die ein reines Herz haben; /denn sie werden Gott schauen.*";
Matthäus;Mt;48;5;8;*;℘ Ps 24,3f
Matthäus;Mt;48;5;9;"Selig, die Frieden stiften; /denn sie werden Söhne Gottes genannt werden.";
Matthäus;Mt;48;5;10;"Selig, die um der Gerechtigkeit willen verfolgt werden; /denn ihnen gehört das Himmelreich.*";
Matthäus;Mt;48;5;10;*;℘ 1 Petr 3,14
Matthäus;Mt;48;5;11;Selig seid ihr, wenn ihr um meinetwillen beschimpft und verfolgt und auf alle mögliche Weise verleumdet werdet.*;
Matthäus;Mt;48;5;11;*;"℘ 10,22; Apg 5,41; 1 Petr 4,14"
Matthäus;Mt;48;5;12;Freut euch und jubelt: Euer Lohn im Himmel wird groß sein. Denn so wurden schon vor euch die Propheten verfolgt.*;
Matthäus;Mt;48;5;12;*;"℘ 23,30; Hebr 11,32-38"
Matthäus;Mt;48;5;13;"Ihr seid das Salz der Erde. Wenn das Salz seinen Geschmack verliert, womit kann man es wieder salzig machen? Es taugt zu nichts mehr; es wird weggeworfen und von den Leuten zertreten.*";
Matthäus;Mt;48;5;13;*;"℘ Mk 9,50; Lk 14,34f ⇨Esyn: Synopse Nr. 52"
Matthäus;Mt;48;5;14;Ihr seid das Licht der Welt. Eine Stadt, die auf einem Berg liegt, kann nicht verborgen bleiben.*;
Matthäus;Mt;48;5;14;*;"℘ Eph 5,8; 1 Thess 5,5 ⇨Esyn: Synopse Nr. 53"
Matthäus;Mt;48;5;15;"Man zündet auch nicht ein Licht an und stülpt ein Gefäß darüber, sondern man stellt es auf den Leuchter; dann leuchtet es allen im Haus.**";
Matthäus;Mt;48;5;15;*;"℘ Mk 4,21; Lk 8,16; 11,33"
Matthäus;Mt;48;5;15;*;Wörtlich: und stellt es unter einen Modios. Das griechische Wort módios bezeichnet ein Gefäß, das als Hohlmaß (»Scheffel«), aber auch zum Auslöschen von Öllampen benutzt wurde.
Matthäus;Mt;48;5;16;So soll euer Licht vor den Menschen leuchten, damit sie eure guten Werke sehen und euren Vater im Himmel preisen.;
Matthäus;Mt;48;5;17;Denkt nicht, ich sei gekommen, um das Gesetz und die Propheten aufzuheben. Ich bin nicht gekommen, um aufzuheben, sondern um zu erfüllen.*;
Matthäus;Mt;48;5;17;*;℘ ⇨Esyn: Synopse Nr. 54
Matthäus;Mt;48;5;18;Amen, das sage ich euch: Bis Himmel und Erde vergehen, wird auch nicht der kleinste Buchstabe des Gesetzes vergehen, bevor nicht alles geschehen ist.***;
Matthäus;Mt;48;5;18;*;"1 - 7,29: Matthäus hat aus der Bergpredigtüberlieferung, die bei Lukas nur 30 Verse umfasst (LK 6,20-49), und aus anderen Jesusworten eine große Rede über die wahre Gerechtigkeit geschaffen. Er stellt Jesus dabei als den neuen Mose dar, der auf einem Berg die rechte Auslegung des Gesetztes lehrt (5,1f; 5,17-19). Der Berg, auf dem Jesus lehrt, entspricht dem Berg Sinai des Alten Bundes. Die Bergpredigt weist folgende Gliederung auf: Einleitung (5,1-20); die sechs Antithesen (5,21-48); die wahre Frömmigkeit (6,1 - 7,11); Schlussmahnungen (7,12-27). Diese Rede bildet eine Art Katechismus für das Leben als Jünger Jesu."
Matthäus;Mt;48;5;18;*;℘ Lk 16,17
Matthäus;Mt;48;5;18;*;Wörtlich: auch nicht ein Jota oder ein kleiner Strich (an einem Buchstaben).
Matthäus;Mt;48;5;19;Wer auch nur eines von den kleinsten Geboten aufhebt und die Menschen entsprechend lehrt, der wird im Himmelreich der Kleinste sein. Wer sie aber hält und halten lehrt, der wird groß sein im Himmelreich.;
Matthäus;Mt;48;5;20;Darum sage ich euch: Wenn eure Gerechtigkeit nicht weit größer ist als die der Schriftgelehrten und der Pharisäer, werdet ihr nicht in das Himmelreich kommen.;
Matthäus;Mt;48;5;21;"Ihr habt gehört, dass zu den Alten gesagt worden ist: [Du sollst nicht töten;] wer aber jemand tötet, soll dem Gericht verfallen sein.*";
Matthäus;Mt;48;5;21;*;"℘ Ex 20,13; Dtn 5,17 ⇨Esyn: Synopse Nr. 55"
Matthäus;Mt;48;5;22;"Ich aber sage euch: Jeder, der seinem Bruder auch nur zürnt, soll dem Gericht verfallen sein; und wer zu seinem Bruder sagt: Du Dummkopf!, soll dem Spruch des Hohen Rates verfallen sein; wer aber zu ihm sagt: Du (gottloser) Narr!, soll dem Feuer der Hölle verfallen sein.**";
Matthäus;Mt;48;5;22;*;℘ 1 Joh 3,15
Matthäus;Mt;48;5;22;*;Der Hohe Rat ist der oberste jüdische Gerichtshof.
Matthäus;Mt;48;5;23;Wenn du deine Opfergabe zum Altar bringst und dir dabei einfällt, dass dein Bruder etwas gegen dich hat,;
Matthäus;Mt;48;5;24;"so lass deine Gabe dort vor dem Altar liegen; geh und versöhne dich zuerst mit deinem Bruder, dann komm und opfere deine Gabe.*";
Matthäus;Mt;48;5;24;*;℘ Mk 11,25
Matthäus;Mt;48;5;25;Schließ ohne Zögern Frieden mit deinem Gegner, solange du mit ihm noch auf dem Weg zum Gericht bist. Sonst wird dich dein Gegner vor den Richter bringen und der Richter wird dich dem Gerichtsdiener übergeben und du wirst ins Gefängnis geworfen.*;
Matthäus;Mt;48;5;25;*;℘ (25-26) Lk 12,58f
Matthäus;Mt;48;5;26;Amen, das sage ich dir: Du kommst von dort nicht heraus, bis du den letzten Pfennig bezahlt hast.**;
Matthäus;Mt;48;5;26;*;℘ 18,34
Matthäus;Mt;48;5;26;*;Pfennig, wörtlich: Quadrans (kleine römische Münze).
Matthäus;Mt;48;5;27;Ihr habt gehört, dass gesagt worden ist: [Du sollst nicht die Ehe brechen.]*;
Matthäus;Mt;48;5;27;*;"℘ Ex 20,14; Dtn 5,18 ⇨Esyn: Synopse Nr. 56"
Matthäus;Mt;48;5;28;Ich aber sage euch: Wer eine Frau auch nur lüstern ansieht, hat in seinem Herzen schon Ehebruch mit ihr begangen.;
Matthäus;Mt;48;5;29;Wenn dich dein rechtes Auge zum Bösen verführt, dann reiß es aus und wirf es weg! Denn es ist besser für dich, dass eines deiner Glieder verloren geht, als dass dein ganzer Leib in die Hölle geworfen wird.*;
Matthäus;Mt;48;5;29;*;"℘ 18,9; Mk 9,47"
Matthäus;Mt;48;5;30;Und wenn dich deine rechte Hand zum Bösen verführt, dann hau sie ab und wirf sie weg! Denn es ist besser für dich, dass eines deiner Glieder verloren geht, als dass dein ganzer Leib in die Hölle kommt.**;
Matthäus;Mt;48;5;30;*;"℘ Jes 61,1; (3-12) Lk 6,20-26"
Matthäus;Mt;48;5;30;*;"℘ 18,8; Mk 9,43"
Matthäus;Mt;48;5;31;Ferner ist gesagt worden: [Wer seine Frau aus der Ehe entlässt, muss ihr eine Scheidungsurkunde geben.]*;
Matthäus;Mt;48;5;31;*;"℘ Dtn 24,1; Mt 19,7; Mk 10,3f"
Matthäus;Mt;48;5;32;"Ich aber sage euch: Wer seine Frau entlässt, obwohl kein Fall von Unzucht vorliegt, liefert sie dem Ehebruch aus; und wer eine Frau heiratet, die aus der Ehe entlassen worden ist, begeht Ehebruch.*";
Matthäus;Mt;48;5;32;*;"℘ 19,9; Mk 10,11f; 1 Kor 7,10f; Lk 16,18"
Matthäus;Mt;48;5;33;Ihr habt gehört, dass zu den Alten gesagt worden ist: [Du sollst keinen Meineid schwören,] und: Du sollst halten, was du dem Herrn geschworen hast.*;
Matthäus;Mt;48;5;33;*;"℘ Lev 19,12; 23,16-22 ⇨Esyn: Synopse Nr. 57"
Matthäus;Mt;48;5;34;Ich aber sage euch: Schwört überhaupt nicht, weder beim [Himmel,] denn er [ist Gottes Thron,]*;
Matthäus;Mt;48;5;34;*;"℘ Num 30,3; Jak 5,12"
Matthäus;Mt;48;5;35;noch bei der [Erde,] denn sie [ist der Schemel für seine Füße,] noch bei Jerusalem, denn [es ist die Stadt des großen Königs.]*;
Matthäus;Mt;48;5;35;*;"℘ Jes 66,1; Apg 7,49; Ps 48,3"
Matthäus;Mt;48;5;36;"Auch bei deinem Haupt sollst du nicht schwören; denn du kannst kein einziges Haar weiß oder schwarz machen.";
Matthäus;Mt;48;5;37;"Euer Ja sei ein Ja, euer Nein ein Nein; alles andere stammt vom Bösen.**";
Matthäus;Mt;48;5;37;*;»stammt vom Bösen« bedeutet entweder: ist böse, oder: ist vom Teufel bewirkt.
Matthäus;Mt;48;5;37;*;"℘ 2 Kor 1,17; Jak 5,12"
Matthäus;Mt;48;5;38;Ihr habt gehört, dass gesagt worden ist: [Auge für Auge] und [Zahn für Zahn.]*;
Matthäus;Mt;48;5;38;*;℘ Ex 21,24 ⇨Esyn: Synopse Nr. 58
Matthäus;Mt;48;5;39;Ich aber sage euch: Leistet dem, der euch etwas Böses antut, keinen Widerstand, sondern wenn dich einer auf die rechte Wange schlägt, dann halt ihm auch die andere hin.*;
Matthäus;Mt;48;5;39;*;"℘ Spr 20,22; 24,29; 1 Petr 3,9; (39-42) Lk 6,29f"
Matthäus;Mt;48;5;40;Und wenn dich einer vor Gericht bringen will, um dir das Hemd wegzunehmen, dann lass ihm auch den Mantel.;
Matthäus;Mt;48;5;41;Und wenn dich einer zwingen will, eine Meile mit ihm zu gehen, dann geh zwei mit ihm.;
Matthäus;Mt;48;5;42;Wer dich bittet, dem gib, und wer von dir borgen will, den weise nicht ab.;
Matthäus;Mt;48;5;43;Ihr habt gehört, dass gesagt worden ist: [Du sollst deinen Nächsten lieben] und deinen Feind hassen.**;
Matthäus;Mt;48;5;43;*;5,3 Wörtlich: die im Geist Armen. Gemeint sind Menschen, die wissen, dass sie vor Gott nichts vorweisen können, und die daher alles von Gott erwarten.
Matthäus;Mt;48;5;43;*;"℘ Lev 19,18; Mt 22,39; (43-48) Lk 6,27f.32-36 ⇨Esyn: Synopse Nr. 59"
Matthäus;Mt;48;5;44;Ich aber sage euch: Liebt eure Feinde und betet für die, die euch verfolgen,*;
Matthäus;Mt;48;5;44;*;℘ Röm 12,14.20
Matthäus;Mt;48;5;45;"damit ihr Söhne eures Vaters im Himmel werdet; denn er lässt seine Sonne aufgehen über Bösen und Guten, und er lässt regnen über Gerechte und Ungerechte.";
Matthäus;Mt;48;5;46;Wenn ihr nämlich nur die liebt, die euch lieben, welchen Lohn könnt ihr dafür erwarten? Tun das nicht auch die Zöllner?;
Matthäus;Mt;48;5;47;Und wenn ihr nur eure Brüder grüßt, was tut ihr damit Besonderes? Tun das nicht auch die Heiden?;
Matthäus;Mt;48;5;48;Ihr sollt also vollkommen sein, wie es auch euer himmlischer Vater ist.**;
Matthäus;Mt;48;5;48;*;℘ ⇨Esyn: Synopse Nr. 51
Matthäus;Mt;48;5;48;*;℘ Lev 19,2
Matthäus;Mt;48;6;1;"Hütet euch, eure Gerechtigkeit vor den Menschen zur Schau zu stellen; sonst habt ihr keinen Lohn von eurem Vater im Himmel zu erwarten.";
Matthäus;Mt;48;6;2;Wenn du Almosen gibst, lass es also nicht vor dir herposaunen, wie es die Heuchler in den Synagogen und auf den Gassen tun, um von den Leuten gelobt zu werden. Amen, das sage ich euch: Sie haben ihren Lohn bereits erhalten.;
Matthäus;Mt;48;6;3;Wenn du Almosen gibst, soll deine linke Hand nicht wissen, was deine rechte tut.;
Matthäus;Mt;48;6;4;Dein Almosen soll verborgen bleiben und dein Vater, der auch das Verborgene sieht, wird es dir vergelten.;
Matthäus;Mt;48;6;5;Wenn ihr betet, macht es nicht wie die Heuchler. Sie stellen sich beim Gebet gern in die Synagogen und an die Straßenecken, damit sie von den Leuten gesehen werden. Amen, das sage ich euch: Sie haben ihren Lohn bereits erhalten.;
Matthäus;Mt;48;6;6;"Du aber geh in deine Kammer, wenn du betest, und schließ die Tür zu; dann bete zu deinem Vater, der im Verborgenen ist. Dein Vater, der auch das Verborgene sieht, wird es dir vergelten.*";
Matthäus;Mt;48;6;6;*;℘ 2 Kön 4,33
Matthäus;Mt;48;6;7;Wenn ihr betet, sollt ihr nicht plappern wie die Heiden, die meinen, sie werden nur erhört, wenn sie viele Worte machen.*;
Matthäus;Mt;48;6;7;*;℘ ⇨Esyn: Synopse Nr. 62
Matthäus;Mt;48;6;8;"Macht es nicht wie sie; denn euer Vater weiß, was ihr braucht, noch ehe ihr ihn bittet.*";
Matthäus;Mt;48;6;8;*;"℘ 6,32; Lk 12,30"
Matthäus;Mt;48;6;9;So sollt ihr beten: Unser Vater im Himmel, /dein Name werde geheiligt,**;
Matthäus;Mt;48;6;9;*;℘ (9-13) Lk 11,2-4
Matthäus;Mt;48;6;9;*;In der Liturgie ist folgende ökumenische Fassung gebräuchlich: Vater unser im Himmel, geheiligt werde Dein Name. Dein Reich komme. Dein Wille geschehe, wie im Himmel, so auf Erden. Unser tägliches Brot gib uns heute. Und vergib uns unsere Schuld, wie auch wir vergeben unsern Schuldigern. Und führe uns nicht in Versuchung, sondern erlöse uns von dem Bösen.
Matthäus;Mt;48;6;10;dein Reich komme, /dein Wille geschehe /wie im Himmel, so auf der Erde.;
Matthäus;Mt;48;6;11;Gib uns heute das Brot, das wir brauchen.;
Matthäus;Mt;48;6;12;Und erlass uns unsere Schulden, /wie auch wir sie unseren Schuldnern erlassen haben.**;
Matthäus;Mt;48;6;12;*;℘ Sir 28,2
Matthäus;Mt;48;6;12;*;℘ ⇨Esyn: Synopse Nr. 99
Matthäus;Mt;48;6;13;Und führe uns nicht in Versuchung, /sondern rette uns vor dem Bösen.**;
Matthäus;Mt;48;6;13;*;℘ Joh 17,15
Matthäus;Mt;48;6;13;*;Spätere Textzeugen fügen dem Gebet des Herrn noch einen Lobpreis an, der in Anlehnung an 1 Chr 29,10f gestaltet ist: Denn dein ist das Reich und die Kraft und die Herrlichkeit in Ewigkeit. Amen.
Matthäus;Mt;48;6;14;Denn wenn ihr den Menschen ihre Verfehlungen vergebt, dann wird euer himmlischer Vater auch euch vergeben.*;
Matthäus;Mt;48;6;14;*;"℘ (14f) Lk 6,37; (14-15) Mk 11,25f"
Matthäus;Mt;48;6;15;Wenn ihr aber den Menschen nicht vergebt, dann wird euch euer Vater eure Verfehlungen auch nicht vergeben.;
Matthäus;Mt;48;6;16;Wenn ihr fastet, macht kein finsteres Gesicht wie die Heuchler. Sie geben sich ein trübseliges Aussehen, damit die Leute merken, dass sie fasten. Amen, das sage ich euch: Sie haben ihren Lohn bereits erhalten.*;
Matthäus;Mt;48;6;16;*;℘ ⇨Esyn: Synopse Nr. 63
Matthäus;Mt;48;6;17;Du aber salbe dein Haar, wenn du fastest, und wasche dein Gesicht,*;
Matthäus;Mt;48;6;17;*;dein Haar, wörtlich: deinen Kopf.
Matthäus;Mt;48;6;18;"damit die Leute nicht merken, dass du fastest, sondern nur dein Vater, der auch das Verborgene sieht; und dein Vater, der das Verborgene sieht, wird es dir vergelten.";
Matthäus;Mt;48;6;19;Sammelt euch nicht Schätze hier auf der Erde, wo Motte und Wurm sie zerstören und wo Diebe einbrechen und sie stehlen,*;
Matthäus;Mt;48;6;19;*;"℘ Jak 5,2f; (19-21) Lk 12,33f ⇨Esyn: Synopse Nr. 64"
Matthäus;Mt;48;6;20;sondern sammelt euch Schätze im Himmel, wo weder Motte noch Wurm sie zerstören und keine Diebe einbrechen und sie stehlen.*;
Matthäus;Mt;48;6;20;*;"℘ 19,21; Mk 10,21; Lk 18,22"
Matthäus;Mt;48;6;21;Denn wo dein Schatz ist, da ist auch dein Herz.;
Matthäus;Mt;48;6;22;Das Auge gibt dem Körper Licht. Wenn dein Auge gesund ist, dann wird dein ganzer Körper hell sein.*;
Matthäus;Mt;48;6;22;*;℘ (22-23) Lk 11,34-36 ⇨Esyn: Synopse Nr. 65
Matthäus;Mt;48;6;23;Wenn aber dein Auge krank ist, dann wird dein ganzer Körper finster sein. Wenn nun das Licht in dir Finsternis ist, wie groß muss dann die Finsternis sein!;
Matthäus;Mt;48;6;24;"Niemand kann zwei Herren dienen; er wird entweder den einen hassen und den andern lieben oder er wird zu dem einen halten und den andern verachten. Ihr könnt nicht beiden dienen, Gott und dem Mammon.****";
Matthäus;Mt;48;6;24;*;℘ 23,5 ⇨Esyn: Synopse Nr. 60
Matthäus;Mt;48;6;24;*;℘ Lk 16,13
Matthäus;Mt;48;6;24;*;Zu «Mammon» vgl. die Anmerkung zu Lk 16,9.
Matthäus;Mt;48;6;24;*;℘ ⇨Esyn: Synopse Nr. 66
Matthäus;Mt;48;6;25;Deswegen sage ich euch: Sorgt euch nicht um euer Leben und darum, dass ihr etwas zu essen habt, noch um euren Leib und darum, dass ihr etwas anzuziehen habt. Ist nicht das Leben wichtiger als die Nahrung und der Leib wichtiger als die Kleidung?*;
Matthäus;Mt;48;6;25;*;℘ (25-33) Lk 12,22-31 ⇨Esyn: Synopse Nr. 67
Matthäus;Mt;48;6;26;"Seht euch die Vögel des Himmels an: Sie säen nicht, sie ernten nicht und sammeln keine Vorräte in Scheunen; euer himmlischer Vater ernährt sie. Seid ihr nicht viel mehr wert als sie?*";
Matthäus;Mt;48;6;26;*;"℘ 10,29-31; Lk 12,6f"
Matthäus;Mt;48;6;27;Wer von euch kann mit all seiner Sorge sein Leben auch nur um eine kleine Zeitspanne verlängern?*;
Matthäus;Mt;48;6;27;*;Andere Übersetzungsmöglichkeit: kann . . . seiner Körpergröße auch nur eine Elle hinzufügen?
Matthäus;Mt;48;6;28;Und was sorgt ihr euch um eure Kleidung? Lernt von den Lilien, die auf dem Feld wachsen: Sie arbeiten nicht und spinnen nicht.;
